recall,precision
1.0,0.2097688794731824
1.0,0.20983212975915913
1.0,0.2098934336562817
1.0,0.20995834767772226
1.0,0.21001893059632798
1.0,0.2100855127928501
1.0,0.21015293299064225
1.0,0.21021721138385374
1.0,0.2102829234284242
1.0,0.21034488966543835
1.0,0.21041008327535843
1.0,0.2104687322234442
1.0,0.21053440196655826
1.0,0.21059411914257417
1.0,0.21065726844154956
1.0,0.21072265586066868
1.0,0.21078708315015568
1.0,0.21085355255096952
1.0,0.21092607601335142
1.0,0.2109936358037364
1.0,0.21106424893324105
1.0,0.21113671662118863
1.0,0.21120461237673452
1.0,0.21126873157296677
1.0,0.2113298719991775
1.0,0.21139869729173807
1.0,0.21146736598846042
1.0,0.21153204797142905
1.0,0.21160080334223924
1.0,0.21167323634241647
1.0,0.2117426894337542
1.0,0.21180834833683018
1.0,0.2118776879129102
1.0,0.2119395860383411
1.0,0.212008809108603
1.0,0.21208253481782383
1.0,0.21215570355886476
1.0,0.212222430414017
1.0,0.21229650781932122
1.0,0.21237287178932807
1.0,0.21245010397895348
1.0,0.21252128860309427
1.0,0.2125980179966213
1.0,0.21267358034153233
1.0,0.21274878864082433
1.0,0.2128201735969307
1.0,0.21288997318664626
1.0,0.21296921648234418
1.0,0.21305240367035871
1.0,0.21312644788293472
1.0,0.21320689118663405
1.0,0.21328329687243297
1.0,0.21336898549916716
1.0,0.21345022773447228
1.0,0.2135313264693661
1.0,0.21361598121668174
1.0,0.21370173170466392
1.0,0.21378405108613902
1.0,0.2138635494409051
1.0,0.21395279803852024
1.0,0.21403180290030574
1.0,0.21411788762172257
1.0,0.21421024242114292
1.0,0.2142915061045771
1.0,0.21437635075236544
1.0,0.2144683071037301
1.0,0.21455495074767655
1.0,0.2146466453303424
1.0,0.21473135607483687
1.0,0.21482174635446352
1.0,0.2149068034362784
1.0,0.21499088685169296
1.0,0.2150775365787021
1.0,0.21516738439529062
1.0,0.2152596033104331
1.0,0.21535190130795864
1.0,0.21543696066519416
1.0,0.21552648134771768
1.0,0.21562571027280303
1.0,0.2157109861076427
1.0,0.2158024129694923
1.0,0.2158865689640082
1.0,0.21597709413450678
1.0,0.21607694883315293
1.0,0.21616847574709164
1.0,0.21625670949704343
1.0,0.21634543698573933
1.0,0.21643465934018793
1.0,0.2165248000749079
1.0,0.21661628413018405
1.0,0.21670890326712144
1.0,0.21679927262854737
1.0,0.21688886978304664
1.0,0.21698257055056416
1.0,0.2170750787162889
1.0,0.21716851558372954
1.0,0.2172577803875514
1.0,0.21735733336466498
1.0,0.21745420848936747
1.0,0.21755841895435854
1.0,0.21764715109826543
1.0,0.21774556625676428
1.0,0.21784022263479963
1.0,0.2179326079188248
1.0,0.2180302107682335
1.0,0.21812147139682084
1.0,0.2182170984598568
1.0,0.21830765690549384
1.0,0.21840516630723944
1.0,0.2185027628551012
1.0,0.21860367559519414
1.0,0.21870360427370214
1.0,0.21879499832942548
1.0,0.21888646880241217
1.0,0.2189853601370767
1.0,0.21907936808697093
1.0,0.21917388956299297
1.0,0.2192708750033336
1.0,0.21936382770580737
1.0,0.21946054744034862
1.0,0.21956060976200767
1.0,0.21966141542955356
1.0,0.2197562223874288
1.0,0.21984806305650545
1.0,0.21994433870758404
1.0,0.2200382995932155
1.0,0.22013670660636211
1.0,0.22023410923311815
1.0,0.22033509705427834
1.0,0.22044077430425224
1.0,0.22053800807071713
1.0,0.22064366079592893
1.0,0.22074129316130958
1.0,0.22084076950166232
1.0,0.22093879630882904
1.0,0.22104307270123927
1.0,0.22114260098620311
1.0,0.2212419984472777
1.0,0.22133685088970845
1.0,0.22143576044791083
1.0,0.22153343199488265
1.0,0.2216283132830829
1.0,0.22173257729137347
1.0,0.22183184092428435
1.0,0.2219391810222875
1.0,0.2220352985655332
1.0,0.22213261074910745
1.0,0.22223401273375246
1.0,0.22233639805300162
1.0,0.2224431126444291
1.0,0.22255126837601355
1.0,0.22265707276268729
1.0,0.2227594013028767
1.0,0.22285578331407552
1.0,0.22295762284594015
1.0,0.22306583131949015
1.0,0.22316786295916521
1.0,0.22327762305494286
1.0,0.2233829954658064
1.0,0.2234927423300654
1.0,0.22359471456154612
1.0,0.2237042187523618
1.0,0.22380909173396243
1.0,0.22392558207094396
1.0,0.22402953233075726
1.0,0.2241274693810381
1.0,0.22423409864546823
1.0,0.22433652196233067
1.0,0.22443676980253074
1.0,0.22454119531970676
1.0,0.22465253813630504
1.0,0.22476126064101215
1.0,0.22486826617829092
1.0,0.22497377768544372
1.0,0.22508075750847117
1.0,0.22518783912227117
1.0,0.22529708049716898
1.0,0.2254055124306377
1.0,0.22551015432625496
1.0,0.22561856220177146
1.0,0.22573097631285938
1.0,0.22583546119492567
1.0,0.22593820321349803
1.0,0.22604909471000273
1.0,0.2261488058612835
1.0,0.2262635940191412
1.0,0.2263736510264079
1.0,0.22648150453077273
1.0,0.22659339268471435
1.0,0.22670678055415988
1.0,0.2268121709474364
1.0,0.22691858717895774
1.0,0.22702579982737392
1.0,0.22714055059539034
1.0,0.22724355332536936
1.0,0.22735223753420616
1.0,0.22745170362856748
1.0,0.22755942075336505
1.0,0.22767050879580583
1.0,0.22777516137075104
1.0,0.22788505659811795
1.0,0.22799060899786175
1.0,0.22809157199411878
1.0,0.22820318033369963
1.0,0.2283085580999278
1.0,0.2284161484292364
1.0,0.22852242874436915
1.0,0.2286290434705591
1.0,0.22873811456998133
1.0,0.22884422297039583
1.0,0.22894924924274537
1.0,0.22906004424486562
1.0,0.22917141969337687
1.0,0.22927911458688363
1.0,0.22938904400048774
1.0,0.2294964690703798
1.0,0.22960304490825972
1.0,0.22971756393460943
1.0,0.22983029369378324
1.0,0.22994551594124837
1.0,0.23006538386203165
1.0,0.23017988733323172
1.0,0.2302940270281205
1.0,0.23041138885775136
1.0,0.23052456139439975
1.0,0.23063377172249644
1.0,0.23075100046775116
1.0,0.23086642768225682
1.0,0.2309867772103535
1.0,0.23109835062106757
1.0,0.231214607325535
1.0,0.23132832942044435
1.0,0.231449643745582
1.0,0.231575433563698
1.0,0.2317011183534164
1.0,0.23182500289789085
1.0,0.2319446577626766
1.0,0.23207316983929022
1.0,0.2321928382262498
1.0,0.23231068521993195
1.0,0.23243668285042085
1.0,0.23256379177225733
1.0,0.23269030808190921
1.0,0.23280817241693924
1.0,0.23292811140560177
1.0,0.23305135456887482
1.0,0.23318501525197266
1.0,0.23332030067601656
1.0,0.23345353360402055
1.0,0.23357856237978797
1.0,0.2337027410282567
1.0,0.23383197770320233
1.0,0.23395272762529457
1.0,0.23407878545677702
1.0,0.23420720301565748
1.0,0.23433971943921622
1.0,0.2344731288644223
1.0,0.23459677325609044
1.0,0.23473146840132975
1.0,0.2348645789250952
1.0,0.23499634793102353
1.0,0.2351255254720908
1.0,0.23525733821381867
1.0,0.235389548421575
1.0,0.2355276545585912
1.0,0.2356554157625888
1.0,0.23578006011491934
1.0,0.23591386148293936
1.0,0.23605057573440827
1.0,0.23618166904095947
1.0,0.23630184011725996
1.0,0.23643598269497443
1.0,0.23656674825953566
1.0,0.23670901597829042
1.0,0.23684943330641142
1.0,0.23698495745364523
1.0,0.23712063678225007
1.0,0.23725596442346847
1.0,0.23739830095218542
1.0,0.23752937097954624
1.0,0.2376730536780899
1.0,0.23780111576728283
1.0,0.23793569131832798
1.0,0.23807399368121673
1.0,0.2382086227413832
1.0,0.2383485221992218
1.0,0.23848807366257752
1.0,0.23862650610180167
1.0,0.2387663833659226
1.0,0.2389105384995367
1.0,0.23904225455242437
1.0,0.23918725851669723
1.0,0.2393288262113115
1.0,0.2394666868025479
1.0,0.2396039304741264
1.0,0.2397573848890444
1.0,0.23989833222926688
1.0,0.24003347584354584
1.0,0.2401721496637499
1.0,0.24030968311822148
1.0,0.24045518747346256
1.0,0.24060034660392102
1.0,0.2407375878526169
1.0,0.2408755084834958
1.0,0.24102091401509354
1.0,0.24115837363611478
1.0,0.24131907265748398
1.0,0.241463175870433
1.0,0.24160613652639346
1.0,0.24175137268397015
1.0,0.24188782203548656
1.0,0.24201782912861414
1.0,0.242159070084038
1.0,0.24230206278849187
1.0,0.24243834036641942
1.0,0.2425729158926706
1.0,0.24271055983468995
1.0,0.2428472974303436
1.0,0.24299934979497745
1.0,0.24313588048781823
1.0,0.24328322878447153
1.0,0.24342087949682886
1.0,0.24356189272454382
1.0,0.24370333695970772
1.0,0.243843874190735
1.0,0.24398779148811298
1.0,0.24413026791271777
1.0,0.24427506115294342
1.0,0.24443213686807905
1.0,0.24457782742915316
1.0,0.24472746875506418
1.0,0.24487486225416713
1.0,0.24499295902106114
1.0,0.24514256750713087
1.0,0.2452953402570367
1.0,0.24545210292903036
1.0,0.24560227287813816
1.0,0.24576541389342793
1.0,0.24591406068259614
1.0,0.2460631601349172
1.0,0.24621052900094606
1.0,0.24635588734351263
1.0,0.24649649066119475
1.0,0.24665123017848253
1.0,0.24680588970369152
1.0,0.24696101804087872
1.0,0.24711001479360747
1.0,0.2472641487367468
1.0,0.24742564491231198
1.0,0.24758127744239397
1.0,0.2476569568384731
1.0,0.24773047089032496
1.0,0.24781177405653163
1.0,0.24788510326591867
1.0,0.24795875284545943
1.0,0.24803882024185556
1.0,0.2481222672281982
1.0,0.24819966525680975
1.0,0.24828099905605933
1.0,0.24835960758121411
1.0,0.24844188037535883
1.0,0.24852198191561892
1.0,0.24860297032585787
1.0,0.24868122574032273
1.0,0.24876064545047064
1.0,0.2488317482023662
1.0,0.24891796249534667
1.0,0.24900591236774008
1.0,0.24908386274435002
1.0,0.24916074332719393
1.0,0.24924214866011882
1.0,0.24932220712272152
1.0,0.24940708043146345
1.0,0.24948724490082613
1.0,0.24957335293998612
1.0,0.24966176664091258
1.0,0.24973563306319158
1.0,0.2498157277880245
1.0,0.24989643651558405
1.0,0.24997550849432978
1.0,0.2500478708186248
1.0,0.2501326753088715
1.0,0.25021443505801866
1.0,0.2502934262375484
1.0,0.25037162017373105
1.0,0.25046173078246586
1.0,0.250534940411701
1.0,0.25063054478617924
1.0,0.2507177271259066
1.0,0.2508015699246897
1.0,0.25088802067734817
1.0,0.25096658662651095
1.0,0.25104065950842197
1.0,0.251116196414371
1.0,0.25119831624685995
1.0,0.2512767922631822
1.0,0.25136072484428235
1.0,0.25144727676371814
1.0,0.2515298983089256
1.0,0.2516177075647168
1.0,0.25169616050939236
1.0,0.2517709502909054
1.0,0.25185978518729457
1.0,0.2519478249618947
1.0,0.25202934518281706
1.0,0.25211320870427345
1.0,0.25219970666790875
1.0,0.25228769757388136
1.0,0.2523688641161565
1.0,0.25245898283573687
1.0,0.25254485636407487
1.0,0.2526305008364344
1.0,0.2527173541826991
1.0,0.2528077220042045
1.0,0.2529013236666215
1.0,0.25298519198904157
1.0,0.25306046142604566
1.0,0.2531502087975496
1.0,0.2532301981750963
1.0,0.2533165972499572
1.0,0.2534007412742749
1.0,0.2534837834504871
1.0,0.2535758589257688
1.0,0.2536642331762934
1.0,0.25374715812647236
1.0,0.2538327494260023
1.0,0.25391258994410343
1.0,0.2539985835191654
1.0,0.25407707441798183
1.0,0.25416056054222386
1.0,0.2542391515970544
1.0,0.2543253665477492
1.0,0.25442097035571765
1.0,0.2544994308000784
1.0,0.25458377867585336
1.0,0.2546655531439427
1.0,0.2547503035282723
1.0,0.2548392058903886
1.0,0.2549237791749203
1.0,0.25501514624135424
1.0,0.25510687198345205
1.0,0.25519837036492055
1.0,0.25528259512121076
1.0,0.25537539472094883
1.0,0.25545620878931197
1.0,0.2555441337798186
1.0,0.2556368292806508
1.0,0.255733421805665
1.0,0.2558197689493244
1.0,0.2559114845111728
1.0,0.2560006088827693
1.0,0.25609570393613584
1.0,0.2561873218469066
1.0,0.2562801887750861
1.0,0.2563633529075508
1.0,0.2564575326039114
1.0,0.2565565254373425
1.0,0.25665974899847965
1.0,0.25675919500346983
1.0,0.2568527742584911
1.0,0.25694523214818965
1.0,0.2570350781315129
1.0,0.25712647605589756
1.0,0.2572322452810512
1.0,0.2573252748934158
1.0,0.2574138944644081
1.0,0.2575145232836541
1.0,0.2576041700511973
1.0,0.257692084460283
1.0,0.25777796356871885
1.0,0.2578836704111149
1.0,0.25798436711935235
1.0,0.258078841729454
1.0,0.25818659719476167
1.0,0.25828392453251675
1.0,0.2583840319008151
1.0,0.25847518803995995
1.0,0.2585769496879521
1.0,0.25868482015092686
1.0,0.25877890358709893
1.0,0.2588745648865644
1.0,0.25896274451934864
1.0,0.2590618672797185
1.0,0.2591589481131084
1.0,0.25926124897227
1.0,0.2593609034415318
1.0,0.2594551761537886
1.0,0.25955224857827
1.0,0.25965182322613245
1.0,0.25974509191363593
1.0,0.2598548519255531
1.0,0.25994765777317197
1.0,0.2600438806624035
1.0,0.2601380409435532
1.0,0.26023928594036844
1.0,0.2603436629232458
1.0,0.26044170699516056
1.0,0.26054196540801156
1.0,0.2606487276006284
1.0,0.2607491454949082
1.0,0.26085331891942704
1.0,0.26095021358529424
1.0,0.2610431897047428
1.0,0.26114729105299317
1.0,0.261248400987122
1.0,0.26134343574662655
1.0,0.26144870049417496
1.0,0.26155374191017156
1.0,0.2616554752888012
1.0,0.2617492633681438
1.0,0.2618548553566689
1.0,0.26194538645068566
1.0,0.2620505180949593
1.0,0.2621548054156506
1.0,0.26226041509148645
1.0,0.2623605285643882
1.0,0.26245947728954794
1.0,0.26255756907697875
1.0,0.2626628820103009
1.0,0.2627601928853979
1.0,0.2628684698510135
1.0,0.26296749065374064
1.0,0.26307531504712967
1.0,0.2631732438045921
1.0,0.2632768656397801
1.0,0.26337994414295984
1.0,0.2634859179587123
1.0,0.2635929160457619
1.0,0.26369812163463996
1.0,0.2638034112366654
1.0,0.263910353649432
1.0,0.26400576547091814
1.0,0.26411632854103906
1.0,0.2642166063435123
1.0,0.2643241988200344
1.0,0.2644303040554223
1.0,0.26452640747938844
1.0,0.26463456793066864
1.0,0.2647349240118681
1.0,0.2648476786427979
1.0,0.2649545208788612
1.0,0.26504689188301805
1.0,0.2651491444528583
1.0,0.265252743707545
1.0,0.2653595958774914
1.0,0.26547193096586563
1.0,0.2655659339081835
1.0,0.2656768540138036
1.0,0.26577609315344675
1.0,0.2658865520049825
1.0,0.26599774015631983
1.0,0.2661138062854903
1.0,0.2662149684011081
1.0,0.26632004136469917
1.0,0.2664287145907268
1.0,0.2665352364303484
1.0,0.2666335167389119
1.0,0.26673699742147267
1.0,0.26684633202591124
1.0,0.2669580034849784
1.0,0.26704599450255323
1.0,0.2671559041245413
1.0,0.26726912199720443
1.0,0.26737213064010856
1.0,0.26747811921653303
1.0,0.26758935254885746
1.0,0.26769389942878363
1.0,0.26780208167460445
1.0,0.2679155246760488
1.0,0.2680212974030208
1.0,0.2681307160491441
1.0,0.2682418446837742
1.0,0.2683517679057117
1.0,0.2684591840313259
1.0,0.26856896057373686
1.0,0.2686840299336623
1.0,0.2688001743615823
1.0,0.2689082755730203
1.0,0.26900342443344166
1.0,0.2691208239684029
1.0,0.26923114239559126
1.0,0.2693399173759274
1.0,0.2694435476236136
1.0,0.26955904048959073
1.0,0.2696775808052401
1.0,0.2697972091033497
1.0,0.2699044731188548
1.0,0.27001773407642926
1.0,0.27012846050603
1.0,0.2702465153082963
1.0,0.27036631972777514
1.0,0.2704753550084983
1.0,0.2705815100075204
1.0,0.27069302946609847
1.0,0.27080530158400984
1.0,0.2709232875842997
1.0,0.27103211084780404
1.0,0.27114433329669124
1.0,0.2712649352490206
1.0,0.2713826586684042
1.0,0.2714898592128049
1.0,0.2715984736242615
1.0,0.2717181496717874
1.0,0.27183227250574904
1.0,0.2719434930248284
1.0,0.27205913892180783
1.0,0.2721625369176392
1.0,0.27228070691869255
1.0,0.27239430017926974
1.0,0.27250397412369803
1.0,0.2726294717968242
1.0,0.27274402649865837
1.0,0.27285968364629054
1.0,0.27298215238718276
1.0,0.27309431604017304
1.0,0.2732186768474143
1.0,0.27333036191395527
1.0,0.27345190626997823
1.0,0.273572884497364
1.0,0.27369262008588263
1.0,0.27381043418628
1.0,0.2739229416664096
1.0,0.27404975001543114
1.0,0.2741749827092185
1.0,0.2742911790762068
1.0,0.27440340368303817
1.0,0.27451639908838305
1.0,0.2746366224225832
1.0,0.27474981002146076
1.0,0.27487432208216733
1.0,0.27500133168658414
1.0,0.27512675382554264
1.0,0.275248195029776
1.0,0.2753728177354811
1.0,0.27550541717859933
1.0,0.27562513967867697
1.0,0.2757442812568317
1.0,0.2758621546659244
1.0,0.2759763549002667
1.0,0.2761019813961934
1.0,0.2762225667493698
1.0,0.27634566548822387
1.0,0.27647300579114514
1.0,0.2766021867115223
1.0,0.2767342481600415
1.0,0.2768467549440929
1.0,0.27697075633774876
1.0,0.2770882974461005
1.0,0.2772121691939027
1.0,0.27733719117294314
1.0,0.27744672129098696
1.0,0.27757369030441403
1.0,0.27769243855576015
1.0,0.27781476512754794
1.0,0.2779368515414018
1.0,0.27806601114799273
1.0,0.2781956394787826
1.0,0.2783114313868558
1.0,0.27842766893302884
1.0,0.27856078059357636
1.0,0.27868457326212875
1.0,0.2787986717772765
1.0,0.2789188211215101
1.0,0.2790474921500059
1.0,0.2791720689598799
1.0,0.27929535149389306
1.0,0.2794215565711783
1.0,0.2795432995311857
1.0,0.27965845473189854
1.0,0.2797804042558018
1.0,0.27990704817431367
1.0,0.2800157923084394
1.0,0.2801564375253189
1.0,0.2802699754567767
1.0,0.2803867926673083
1.0,0.2805171764551274
1.0,0.2806384571041374
1.0,0.2807630384440754
1.0,0.2808898628916748
1.0,0.2810128889665282
1.0,0.2811413634711512
1.0,0.28127209375989864
1.0,0.28140116214215455
1.0,0.2815417745727932
1.0,0.2816675167672831
1.0,0.28180302959138726
1.0,0.2819411793842086
1.0,0.28207050428453806
1.0,0.2822078402507904
1.0,0.2823424372152652
1.0,0.28247141172084456
1.0,0.2826084189031951
1.0,0.2827484400652632
1.0,0.28288932102179326
1.0,0.2830169916775457
1.0,0.2831494725241927
1.0,0.2832788240803717
1.0,0.2834198723554743
1.0,0.2835520063762607
1.0,0.28369368943391354
1.0,0.2838413207416897
1.0,0.28398329314392073
1.0,0.2841210439554814
1.0,0.2842654804024386
1.0,0.2844122500435598
1.0,0.28455151162462794
1.0,0.28468214763861316
1.0,0.2848216737189735
1.0,0.2849649945701148
1.0,0.2851015027310123
1.0,0.2852337438069198
1.0,0.2853719769999396
1.0,0.2855129146640567
1.0,0.2856510510827368
1.0,0.28578490628705167
1.0,0.2859347226873438
1.0,0.28606810666762883
1.0,0.2862200653424548
1.0,0.28635851765473774
1.0,0.2865015409553407
1.0,0.28664581756953933
1.0,0.28679505613971173
1.0,0.2869259064906462
1.0,0.28705984583693783
1.0,0.2872020844707447
1.0,0.2873556225494828
1.0,0.2875007608615413
1.0,0.2876535003323654
1.0,0.28779632803445354
1.0,0.2879419119859709
1.0,0.28808913874592185
1.0,0.28823427068266627
1.0,0.2883877907339278
1.0,0.28853434886305296
1.0,0.2886833084521475
1.0,0.2888267851148703
1.0,0.28897002831201796
1.0,0.2891141667165901
1.0,0.2892599566098338
0.9999954953737489,0.28941175857083445
0.9999954953737489,0.2895555833815941
0.9999954953737489,0.2897078686877255
0.9999954953737489,0.28985804342262633
0.9999954953737489,0.2900125414783268
0.9999954953737489,0.29016341159278597
0.9999954953737489,0.2903129201169658
0.9999954953737489,0.2904641030002486
0.9999954953737489,0.29060745418533745
0.9999954953737489,0.290756278307064
0.9999954953737489,0.2909128793289398
0.9999954953737489,0.29106583277609516
0.9999954953737489,0.29122009324584214
0.9999954953737489,0.29137298755981866
0.9999954953737489,0.29151379218875983
0.9999954953737489,0.29165856478440233
0.9999954953737489,0.29180885128846873
0.9999954953737489,0.2919723485575848
0.9999909907474976,0.2921377887267597
0.9999909907474976,0.29228818547012037
0.9999909907474976,0.29243873714606394
0.9999909907474976,0.2925967713023398
0.9999909907474976,0.29275960932327894
0.9999909907474976,0.2929017582655369
0.9999909907474976,0.29306687050070035
0.9999909907474976,0.2932209367293592
0.9999864861212465,0.29339710793882817
0.9999864861212465,0.29355540421705467
0.9999864861212465,0.29370687659180367
0.9999864861212465,0.2938826248753927
0.9999864861212465,0.29403910878696005
0.9999774768687442,0.2941810230585741
0.999972972242493,0.29433923236951914
0.999972972242493,0.2945036284277697
0.999972972242493,0.29466820822752804
0.999972972242493,0.2948325804956377
0.999972972242493,0.2949940001355451
0.999972972242493,0.2951540268764235
0.999972972242493,0.2953279781179407
0.9999684676162419,0.29548113668400167
0.9999684676162419,0.2956554746081004
0.9999684676162419,0.29582844143919634
0.9999639629899907,0.2960058031463934
0.9999639629899907,0.2961756245430336
0.9999639629899907,0.29635830109232275
0.9999639629899907,0.2965269429082846
0.9999639629899907,0.2967156055518724
0.9999639629899907,0.29689180152467565
0.9999639629899907,0.2970562809954957
0.9999639629899907,0.29723049402288015
0.9999639629899907,0.29741447454802206
0.9999639629899907,0.29760107679396397
0.9999639629899907,0.2977687398222396
0.9999639629899907,0.2979537874059608
